Created on 06/20/2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High/2018,Low,Close,Volume From,Volume To
07/12/2017,LTCUSD,43.81,48.75,42.2,46.78,63136.68,2906776.28
07/11/2017,LTCUSD,44.25,48.75,41.15,43.81,83468.22,3657671.6
07/10/2017,LTCUSD,48.96,49.67,42.2,44.25,96983.87,4517603.14
07/09/2017,LTCUSD,51.11,52,48.25,48.96,30713.45,1531821.48
07/08/2017,LTCUSD,46.19,51.86,44.34,51.11,52717.39,2554751.17
07/07/2017,LTCUSD,51.01,51.6,44.48,46.19,48514.23,2300807.62
07/06/2017,LTCUSD,53.2,53.26,49.51,51.01,41446.75,2119266.71
07/05/2017,LTCUSD,55,56.77,49.14,53.2,72108.86,3812460.85
07/04/2017,LTCUSD,45.44,55,45.33,55,161490.94,8223619.68
07/03/2017,LTCUSD,41.5,47.7,40.48,45.44,86833.77,3916280.3
07/02/2017,LTCUSD,37.93,42,36.45,41.5,29111.94,1153378.21
07/01/2017,LTCUSD,39.05,39.55,36.5,37.93,21148.24,802394.05
06/30/2017,LTCUSD,40.06,41.2,38.76,39.05,19664.26,786817.39
06/29/2017,LTCUSD,41.9,42.35,39.28,40.06,23873.07,976567.46
06/28/2017,LTCUSD,39.33,43.75,37.51,41.9,51862.16,2120089.29
06/27/2017,LTCUSD,37.9,39.8,33.5,39.33,43056.19,1585340.15
06/26/2017,LTCUSD,40.34,41.54,33,37.9,53405.41,1967593.6
06/25/2017,LTCUSD,42.39,43.3,37.37,40.34,42613.3,1743639.02
06/24/2017,LTCUSD,45.18,45.68,40.75,42.39,27463.65,1178492.39
06/23/2017,LTCUSD,46.07,46.97,44.72,45.18,17061.61,782179.3
06/22/2017,LTCUSD,43.73,47.87,42.46,46.07,31332.96,1428277.14
06/21/2017,LTCUSD,45.1,46.6,41.05,43.73,59289.63,2606008.1
06/20/2017,LTCUSD,47.02,48.35,39.5,45.1,65993.36,2975846.1
06/19/2017,LTCUSD,43.42,51,42,47.02,111523.63,5213838.02
06/18/2017,LTCUSD,46.01,46.32,39.88,43.42,102036.25,4427094.33
06/17/2017,LTCUSD,33.69,48.48,33.69,46.01,174639.52,7079311.96
06/16/2017,LTCUSD,29.27,34.42,28,33.69,68445.19,2157312.81
06/15/2017,LTCUSD,29.05,30,23.44,29.27,66964.65,1839032.83
06/14/2017,LTCUSD,30.3,31.81,27.5,29.05,44042.46,1313202.86
06/13/2017,LTCUSD,28.39,30.35,28.04,30.3,21588.57,634115.16
06/12/2017,LTCUSD,33.12,33.36,25,28.39,60039.27,1789188.64
06/11/2017,LTCUSD,28.77,33.82,28.55,33.12,50062.29,1563721.93
06/10/2017,LTCUSD,29.66,30.01,28.5,28.77,32810.82,965322.21
06/09/2017,LTCUSD,30.4,31.2,29.55,29.66,23205.44,702931.06
06/08/2017,LTCUSD,28.48,30.85,28.01,30.4,25892.33,771800.7
06/07/2017,LTCUSD,30.19,30.64,28,28.48,23360.69,686030.72
06/06/2017,LTCUSD,30.68,31.03,28.35,30.19,39402.41,1180495.35
06/05/2017,LTCUSD,27.84,31.65,27.75,30.68,37809.53,1129238.69
06/04/2017,LTCUSD,27.32,28,26.83,27.84,16886.92,463698.21
06/03/2017,LTCUSD,28,28.12,27.11,27.32,13100.9,361798.52
06/02/2017,LTCUSD,27.32,28.73,26.75,28,22884.61,632982.13
06/01/2017,LTCUSD,25.78,29.7,25.46,27.32,47250.76,1305213.9
05/31/2017,LTCUSD,23.57,26.3,23.29,25.78,31056.43,769333.85
05/30/2017,LTCUSD,25.44,26.66,23,23.57,51490.64,1309602.33
05/29/2017,LTCUSD,23.51,26.5,22.8,25.44,19783.58,492051.72
05/28/2017,LTCUSD,22.16,26.01,21.13,23.51,33501.78,788156.13
05/27/2017,LTCUSD,24.93,26,17.5,22.16,57051.13,1262582.85
05/26/2017,LTCUSD,27,30.44,24.2,24.93,53661.84,1448308.05
05/25/2017,LTCUSD,33.81,34.33,26.11,27,67706.48,2052207.42
05/24/2017,LTCUSD,30.76,34.6,29.91,33.81,55709.33,1790571.25
05/23/2017,LTCUSD,23.67,30.76,23.5,30.76,66584.06,1855112.27
05/22/2017,LTCUSD,25.31,26.18,20.55,23.67,78448.65,1871623.33
05/21/2017,LTCUSD,26.98,28.9,24.87,25.31,35499.48,939309.94
05/20/2017,LTCUSD,27.33,27.85,26.6,26.98,16117.09,438986.08
05/19/2017,LTCUSD,28.49,29.22,26.3,27.33,50903.0,1387660.59
05/18/2017,LTCUSD,25.66,29.89,25.08,28.49,51065.17,1374570.29
05/17/2017,LTCUSD,23.6,27.43,20.75,25.66,114551.08,2747391.8
05/16/2017,LTCUSD,25.34,25.66,20.75,23.6,77872.88,1867132.85
05/15/2017,LTCUSD,28.45,28.75,25.08,25.34,34828.82,919576.51
05/14/2017,LTCUSD,28.94,30.43,27.41,28.45,10091.03,294198.71
05/13/2017,LTCUSD,27.07,28.98,25.1,28.94,33775.06,904446.06
05/12/2017,LTCUSD,30.73,31.55,26.4,27.07,42361.95,1219592.32
05/11/2017,LTCUSD,31.79,35.5,28.2,30.73,51711.48,1592809.53
05/10/2017,LTCUSD,33.5,38.39,30,31.79,96535.58,3308646.34
05/09/2017,LTCUSD,28.4,37,23.6,33.5,85056.91,2454338.4
05/08/2017,LTCUSD,28.9,30,26,28.4,48882.05,1378722.65
05/07/2017,LTCUSD,27.55,30.5,25.23,28.9,39814.45,1145071.39
05/06/2017,LTCUSD,25.8,28.25,25.53,27.55,19468.13,526403.26
05/05/2017,LTCUSD,23.4,27.75,23.4,25.8,73926.95,1907461.18
05/04/2017,LTCUSD,21.5,25.64,20.78,23.4,98707.55,2271312.47
05/03/2017,LTCUSD,15.88,22.47,15.85,21.5,120724.42,2389490.07
05/02/2017,LTCUSD,15.81,16.22,15.1,15.88,24509.02,386511.21
05/01/2017,LTCUSD,15.66,16.31,14.66,15.81,35629.82,558427.73
04/30/2017,LTCUSD,15.9,16.23,15.38,15.66,17224.78,273112.19
04/29/2017,LTCUSD,14.5,15.95,14.5,15.9,15801.73,241755.3
04/28/2017,LTCUSD,14.85,14.97,14.22,14.5,13649.04,200063.09
04/27/2017,LTCUSD,15.01,15.25,13.5,14.85,45075.3,649998.9
04/26/2017,LTCUSD,15.53,16,14.65,15.01,32128.14,496975.86
04/25/2017,LTCUSD,15,15.75,14.3,15.53,19893.91,295354.8
04/24/2017,LTCUSD,15.16,15.21,14.1,15,32732.67,480562.72
04/23/2017,LTCUSD,14.19,16.14,14,15.16,72735.8,1106952.15
04/22/2017,LTCUSD,12.06,14.43,11.89,14.19,70013.03,935962.91
04/21/2017,LTCUSD,11,12.52,10.96,12.06,61959.38,741545.35
04/20/2017,LTCUSD,10.1,11.38,10.1,11,12249.37,133394.03
04/19/2017,LTCUSD,11.03,11.09,10,10.1,18849.89,197531.86
04/18/2017,LTCUSD,11.23,11.53,10.58,11.03,29041.91,319699.04
04/17/2017,LTCUSD,11.68,12.93,11.03,11.23,20486.86,247776.38
04/16/2017,LTCUSD,11.8,11.89,11.44,11.68,4727.09,55379.35
04/15/2017,LTCUSD,11.75,12.15,11.2,11.8,9343.41,110322.44
04/14/2017,LTCUSD,10.98,11.93,10.98,11.75,10272.27,119707.96
04/13/2017,LTCUSD,11.81,11.81,10.55,10.98,21690.23,243046.22
04/12/2017,LTCUSD,9.53,12.7,9.53,11.81,68683.1,784377.59
04/11/2017,LTCUSD,9.93,10.46,9.5,9.53,19916.51,196762.17
04/10/2017,LTCUSD,9.27,10.19,9,9.93,17139.35,164565.66
04/09/2017,LTCUSD,10.66,10.92,8.9,9.27,51338.26,501375.5
04/08/2017,LTCUSD,10,11.43,9.91,10.66,22620.2,243980.21
04/07/2017,LTCUSD,10.92,11.6,9.53,10,44494.26,462195.85
04/06/2017,LTCUSD,12.5,13,9.75,10.92,120568.94,1361949.02
04/05/2017,LTCUSD,9.05,13.77,8.85,12.5,86454.69,940423.53
04/04/2017,LTCUSD,8.58,9.8,8.35,9.05,51159.04,463503.03
04/03/2017,LTCUSD,8.39,9.5,7.58,8.58,60805.16,533338.54
04/02/2017,LTCUSD,7.5,8.63,7.12,8.39,37395.61,302385.69
04/01/2017,LTCUSD,7.07,7.68,6.63,7.5,17896.12,128968.65
03/31/2017,LTCUSD,7.49,7.89,5.91,7.07,63287.38,445348.48
03/30/2017,LTCUSD,4.28,9,4.28,7.49,84099.63,552258.3
03/29/2017,LTCUSD,4.19,4.35,4.14,4.28,7363.89,31147.66
03/28/2017,LTCUSD,4.06,4.25,4.05,4.19,8718.17,36456.04
03/27/2017,LTCUSD,4.05,4.2,3.99,4.06,2627.06,10778.39
03/26/2017,LTCUSD,4.05,4.4,3.82,4.05,12283.2,49171.03
03/25/2017,LTCUSD,4.07,4.5,3.94,4.05,6689.58,27551.58
03/24/2017,LTCUSD,3.92,4.49,3.92,4.07,14290.71,59432.92
03/23/2017,LTCUSD,3.86,4.2,3.85,3.92,11642.5,46484.15
03/22/2017,LTCUSD,4.07,4.07,3.62,3.86,30757.73,120473.97
03/21/2017,LTCUSD,4.04,4.1,3.93,4.07,1980.33,7962.19
03/20/2017,LTCUSD,3.8,4.04,3.78,4.04,5843.15,22813.26
03/19/2017,LTCUSD,3.9,4.1,3.76,3.8,3251.34,12700.28
03/18/2017,LTCUSD,4,4.16,3.76,3.9,8136.88,31458.92
03/17/2017,LTCUSD,4.35,4.35,3.88,4,23522.39,95243.74
03/16/2017,LTCUSD,4.36,4.47,4.11,4.35,10819.18,46872.83
03/15/2017,LTCUSD,4.22,4.37,4.1,4.36,2705.34,11419.7
03/14/2017,LTCUSD,4.33,4.4,4.07,4.22,1842.82,7697.31
03/13/2017,LTCUSD,3.85,4.47,3.75,4.33,22767.96,97003.6
03/12/2017,LTCUSD,3.75,4,3.7,3.85,6838.88,26222.99
03/11/2017,LTCUSD,3.81,3.88,3.75,3.75,946.5,3605.07
03/10/2017,LTCUSD,3.9,4.1,3.68,3.81,12280.69,46552.23
03/09/2017,LTCUSD,3.8,3.92,3.78,3.9,5825.87,22164.91
03/08/2017,LTCUSD,3.95,3.95,3.8,3.8,3097.22,11941.25
03/07/2017,LTCUSD,4.05,4.09,3.93,3.95,748.29,3000.21
03/06/2017,LTCUSD,4.02,4.07,3.96,4.05,510.66,2027.37
03/05/2017,LTCUSD,3.95,4.05,3.91,4.02,6074.7,23951.65
03/04/2017,LTCUSD,4.01,4.08,3.95,3.95,359.11,1438.49
03/03/2017,LTCUSD,4.06,4.12,3.97,4.01,1714.59,6918.62
03/02/2017,LTCUSD,3.86,4.23,3.81,4.06,7865.26,31344.71
03/01/2017,LTCUSD,3.77,3.98,3.76,3.86,4768.36,18398.18
02/28/2017,LTCUSD,3.83,3.87,3.77,3.77,1368.4,5199.46
02/27/2017,LTCUSD,3.89,3.89,3.81,3.83,764.02,2952.12
02/26/2017,LTCUSD,3.86,3.92,3.84,3.89,397.64,1540.09
02/25/2017,LTCUSD,3.95,3.95,3.85,3.86,394.35,1521.58
02/24/2017,LTCUSD,3.88,3.98,3.76,3.95,9817.14,38504.45
02/23/2017,LTCUSD,3.91,3.95,3.87,3.88,2187.15,8550.59
02/22/2017,LTCUSD,3.81,3.91,3.81,3.91,421.54,1633.15
02/21/2017,LTCUSD,3.81,3.85,3.76,3.81,1245.11,4778.66
02/20/2017,LTCUSD,3.77,3.82,3.75,3.81,258.69,974.61
02/19/2017,LTCUSD,3.8,3.84,3.7,3.77,1750.87,6608.78
02/18/2017,LTCUSD,3.83,3.92,3.8,3.8,400.61,1542.75
02/17/2017,LTCUSD,3.84,3.93,3.83,3.83,126.79,489.07
02/16/2017,LTCUSD,3.9,3.93,3.84,3.84,1235.37,4777.67
02/15/2017,LTCUSD,3.84,3.91,3.8,3.9,1076.91,4156.25
02/14/2017,LTCUSD,3.78,3.84,3.73,3.84,1739.88,6604.38
02/13/2017,LTCUSD,3.79,3.8,3.75,3.78,642.1,2425.8
02/12/2017,LTCUSD,3.96,3.96,3.79,3.79,178.11,679.12
02/11/2017,LTCUSD,3.81,3.96,3.76,3.96,2488.71,9551.21
02/10/2017,LTCUSD,3.77,3.85,3.68,3.81,1420.9,5288.47
02/09/2017,LTCUSD,3.99,4.03,3.58,3.77,19970.25,75324.74
02/08/2017,LTCUSD,3.96,4.01,3.85,3.99,2979.75,11832.91
02/07/2017,LTCUSD,3.95,4.01,3.8,3.96,4466.71,17584.7
02/06/2017,LTCUSD,4,4,3.93,3.95,713.72,2829.6
02/05/2017,LTCUSD,4.02,4.02,3.93,4,3317.56,13062.79
02/04/2017,LTCUSD,4,4.08,3.9,4,4121.15,16303.83
02/03/2017,LTCUSD,4.06,4.12,3.94,4,1468.69,5888.24
02/02/2017,LTCUSD,4.03,4.13,3.97,4.06,2197.56,8929.93
02/01/2017,LTCUSD,4.12,4.12,4.02,4.03,3882.93,15646.75
01/31/2017,LTCUSD,4.69,4.69,4.01,4.12,6161.4,25446.26
01/30/2017,LTCUSD,3.89,4.69,3.86,4.69,7697.33,32035.99
01/29/2017,LTCUSD,3.88,3.89,3.84,3.89,477.02,1846.5
01/28/2017,LTCUSD,3.91,3.97,3.85,3.9,1748.81,6830.24
01/27/2017,LTCUSD,3.9,3.91,3.8,3.91,627.79,2441.94
01/26/2017,LTCUSD,3.72,3.9,3.67,3.9,2940.25,11109.22
01/25/2017,LTCUSD,3.75,3.75,3.66,3.72,1717.24,6366.69
01/24/2017,LTCUSD,3.83,3.85,3.75,3.75,3990.78,15165.74
01/23/2017,LTCUSD,3.83,3.9,3.83,3.83,1101.68,4247.26
01/22/2017,LTCUSD,3.95,3.95,3.82,3.83,2608.04,10098.38
01/21/2017,LTCUSD,3.89,3.96,3.87,3.95,198.45,779.25
01/20/2017,LTCUSD,3.89,4,3.86,3.89,663.69,2615.14
01/19/2017,LTCUSD,3.9,3.95,3.85,3.89,640.11,2491.4
01/18/2017,LTCUSD,3.92,4,3.85,3.9,1772.88,6890.81
01/17/2017,LTCUSD,3.88,4.03,3.88,3.92,2315.73,9167.84
01/16/2017,LTCUSD,3.94,3.95,3.88,3.88,327.44,1284.53
01/15/2017,LTCUSD,3.9,3.97,3.88,3.89,340.86,1346.32
01/14/2017,LTCUSD,4.04,4.04,3.87,3.9,338.59,1321.41
01/13/2017,LTCUSD,4.15,4.64,3.87,3.94,3243.9,13227.49
01/12/2017,LTCUSD,3.94,4.15,3.81,4.15,2483.55,9864.56
01/11/2017,LTCUSD,4.68,4.68,3.8,3.94,9513.9,38967.57
01/10/2017,LTCUSD,4.48,4.68,4.3,4.68,3064.15,13936.7
01/09/2017,LTCUSD,4.04,4.55,3.92,4.48,3668.2,15706.16
01/08/2017,LTCUSD,3.98,4.04,3.91,4.04,455.22,1815.26
01/07/2017,LTCUSD,3.81,4.01,3.63,3.98,2530.49,9886.21
01/06/2017,LTCUSD,4.25,4.35,3.81,3.81,2036.65,8345.88
01/05/2017,LTCUSD,4.52,4.85,4,4.25,6538.33,28674.56
01/04/2017,LTCUSD,4.57,4.75,4.45,4.52,4350.25,20052.73
01/03/2017,LTCUSD,4.56,4.67,4.42,4.57,1438.08,6474.88
01/02/2017,LTCUSD,4.53,4.75,4.39,4.56,2019.32,9364.31
01/01/2017,LTCUSD,4.38,4.57,4.1,4.53,2385.85,10420.0
12/31/2016,LTCUSD,4.44,4.44,4.35,4.38,88.07,385.58
12/30/2016,LTCUSD,4.42,4.6,4.17,4.44,848.34,3613.93
12/29/2016,LTCUSD,4.57,4.64,4.42,4.42,377.37,1693.98
12/28/2016,LTCUSD,4.35,4.68,4.35,4.57,3816.77,17083.3
12/27/2016,LTCUSD,4.19,4.49,4.19,4.35,1711.09,7494.67
12/26/2016,LTCUSD,4.22,4.4,4.17,4.19,276.83,1174.06
12/25/2016,LTCUSD,4.44,4.44,4.11,4.22,1086.87,4644.67
12/24/2016,LTCUSD,4.28,4.75,4.27,4.44,4453.15,20221.51
12/23/2016,LTCUSD,3.65,4.4,3.65,4.28,10502.44,43369.11
12/22/2016,LTCUSD,3.62,3.75,3.58,3.65,928.69,3412.68
12/21/2016,LTCUSD,3.67,3.67,3.62,3.62,73.43,265.99
12/20/2016,LTCUSD,3.63,3.67,3.61,3.67,18.01,65.83
12/19/2016,LTCUSD,3.72,3.72,3.63,3.63,81.83,297.65
12/18/2016,LTCUSD,3.72,3.75,3.72,3.72,19.69,73.47
12/17/2016,LTCUSD,3.62,3.73,3.61,3.72,124.35,453.79
12/16/2016,LTCUSD,3.67,3.67,3.62,3.62,103.53,375.16
12/15/2016,LTCUSD,3.6,3.69,3.6,3.67,26.31,96.95
12/14/2016,LTCUSD,3.67,3.67,3.6,3.6,148.31,536.03
12/13/2016,LTCUSD,3.67,3.68,3.62,3.67,112.48,407.95
12/12/2016,LTCUSD,3.66,3.69,3.6,3.67,1408.79,5094.91
12/11/2016,LTCUSD,3.7,3.7,3.6,3.66,949.03,3474.51
12/10/2016,LTCUSD,3.72,3.72,3.66,3.7,208.96,773.18
12/09/2016,LTCUSD,3.65,3.72,3.65,3.72,8.65,31.94
12/08/2016,LTCUSD,3.65,3.75,3.65,3.65,214.55,802.07
12/07/2016,LTCUSD,3.49,3.67,3.47,3.65,578.87,2100.21
12/06/2016,LTCUSD,3.55,3.56,3.45,3.49,455.8,1588.23
12/05/2016,LTCUSD,3.91,3.91,3.39,3.55,3712.36,13523.88
12/04/2016,LTCUSD,3.92,3.92,3.9,3.91,282.75,1108.03
12/03/2016,LTCUSD,3.94,3.94,3.89,3.92,107.67,419.01
12/02/2016,LTCUSD,3.9,3.94,3.87,3.94,236.0,926.1
12/01/2016,LTCUSD,3.84,3.91,3.84,3.9,113.29,439.41
11/30/2016,LTCUSD,3.82,3.89,3.82,3.84,34.63,134.16
11/29/2016,LTCUSD,3.84,3.9,3.82,3.82,39.08,149.74
11/28/2016,LTCUSD,3.86,3.9,3.83,3.84,42.27,163.01
11/27/2016,LTCUSD,3.9,3.93,3.84,3.86,242.27,933.6
11/26/2016,LTCUSD,3.92,3.93,3.85,3.9,35.68,138.76
11/25/2016,LTCUSD,3.92,3.93,3.83,3.92,372.2,1440.2
11/24/2016,LTCUSD,3.93,3.94,3.83,3.92,101.21,392.94
11/23/2016,LTCUSD,3.94,3.95,3.86,3.93,354.29,1392.66
11/22/2016,LTCUSD,3.95,3.95,3.86,3.94,53.53,210.88
11/21/2016,LTCUSD,3.82,3.95,3.82,3.95,24.67,97.02
11/20/2016,LTCUSD,3.95,3.95,3.82,3.82,609.01,2361.05
11/19/2016,LTCUSD,3.88,3.99,3.82,3.95,1064.91,4182.94
11/18/2016,LTCUSD,3.86,3.99,3.86,3.88,169.41,662.96
11/17/2016,LTCUSD,3.91,4.15,3.86,3.86,1414.62,5659.64
11/16/2016,LTCUSD,3.91,3.99,3.86,3.91,704.2,2775.27
11/15/2016,LTCUSD,3.85,3.94,3.85,3.91,511.56,2007.43
11/14/2016,LTCUSD,3.86,3.91,3.85,3.85,41.16,158.72
11/13/2016,LTCUSD,3.74,3.93,3.65,3.86,718.54,2705.13
11/12/2016,LTCUSD,3.8,3.85,3.73,3.74,1384.97,5279.79
11/11/2016,LTCUSD,3.8,3.85,3.8,3.8,3.03,11.59
11/10/2016,LTCUSD,3.83,3.89,3.8,3.8,721.71,2759.93
11/09/2016,LTCUSD,3.83,3.93,3.82,3.83,1161.58,4499.12
11/08/2016,LTCUSD,3.9,3.9,3.83,3.83,70.12,269.18
11/07/2016,LTCUSD,3.9,3.92,3.85,3.9,289.8,1124.07
11/06/2016,LTCUSD,3.92,3.96,3.86,3.9,393.96,1531.72
11/05/2016,LTCUSD,3.82,3.92,3.82,3.92,302.02,1163.59
11/04/2016,LTCUSD,3.8,3.96,3.8,3.82,540.07,2085.03
11/03/2016,LTCUSD,4.12,4.2,3.8,3.8,1043.32,4100.3
11/02/2016,LTCUSD,4.07,4.12,4.03,4.12,33.85,137.0
11/01/2016,LTCUSD,4.03,4.18,3.39,4.07,3886.5,15689.04
10/31/2016,LTCUSD,4.05,4.05,3.98,4.03,217.42,868.88
10/30/2016,LTCUSD,4.08,4.08,3.99,4.05,66.99,267.77
10/29/2016,LTCUSD,3.94,4.09,3.84,4.08,2062.08,8240.55
10/28/2016,LTCUSD,3.95,3.95,3.84,3.94,1279.98,5001.06
10/27/2016,LTCUSD,3.93,4.15,3.93,3.95,697.46,2824.38
10/26/2016,LTCUSD,3.86,3.99,3.85,3.93,178.89,712.91
10/25/2016,LTCUSD,3.88,3.93,3.84,3.86,676.13,2615.86
10/24/2016,LTCUSD,3.9,3.92,3.86,3.88,195.17,758.31
10/23/2016,LTCUSD,3.9,3.92,3.88,3.9,4562.11,17792.71
10/22/2016,LTCUSD,3.81,3.94,3.81,3.9,238.05,927.4
10/21/2016,LTCUSD,3.77,3.81,3.77,3.81,140.95,536.23
10/20/2016,LTCUSD,3.81,3.81,3.75,3.77,383.83,1446.0
10/19/2016,LTCUSD,3.81,3.83,3.75,3.81,400.67,1515.76
10/18/2016,LTCUSD,3.85,3.88,3.81,3.81,489.58,1883.54
10/17/2016,LTCUSD,3.92,3.92,3.85,3.85,148.76,576.4
10/16/2016,LTCUSD,3.85,3.92,3.85,3.92,63.58,245.67
10/15/2016,LTCUSD,3.92,3.92,3.85,3.85,30.01,117.15
10/14/2016,LTCUSD,3.91,3.94,3.88,3.92,319.64,1247.04
10/13/2016,LTCUSD,3.8,3.93,3.8,3.91,26.55,102.83
10/12/2016,LTCUSD,3.83,3.87,3.77,3.8,210.46,796.4
10/11/2016,LTCUSD,3.78,3.86,3.78,3.83,532.32,2035.41
10/10/2016,LTCUSD,3.82,3.82,3.78,3.78,82.01,310.44
10/09/2016,LTCUSD,3.86,3.88,3.79,3.82,1740.49,6722.76
10/08/2016,LTCUSD,3.86,3.88,3.84,3.86,705.72,2728.84
10/07/2016,LTCUSD,3.84,3.86,3.83,3.86,434.56,1673.05
10/06/2016,LTCUSD,3.87,3.87,3.79,3.84,446.98,1708.86
10/05/2016,LTCUSD,3.83,3.88,3.77,3.87,875.06,3364.08
10/04/2016,LTCUSD,3.84,3.86,3.82,3.83,2911.84,11158.33
10/03/2016,LTCUSD,3.86,3.86,3.83,3.84,128.0,490.94
10/02/2016,LTCUSD,3.86,3.86,3.82,3.86,18.34,70.13
10/01/2016,LTCUSD,3.83,3.88,3.83,3.86,228.57,883.7
09/30/2016,LTCUSD,3.88,3.88,3.77,3.83,728.42,2799.58
09/29/2016,LTCUSD,3.85,3.88,3.83,3.88,638.84,2457.77
09/28/2016,LTCUSD,3.84,3.88,3.82,3.85,981.68,3774.9
09/27/2016,LTCUSD,3.84,3.9,3.84,3.84,275.81,1066.11
09/26/2016,LTCUSD,3.73,3.91,3.73,3.84,676.54,2625.4
09/25/2016,LTCUSD,3.84,3.84,3.73,3.73,57.4,214.26
09/24/2016,LTCUSD,3.8,3.85,3.73,3.84,4.53,17.32
09/23/2016,LTCUSD,3.76,3.82,3.72,3.8,224.0,840.42
09/22/2016,LTCUSD,3.79,3.82,3.73,3.76,161.92,609.41
09/21/2016,LTCUSD,3.72,3.82,3.72,3.79,1230.32,4626.84
09/20/2016,LTCUSD,3.83,3.84,3.72,3.72,513.2,1947.18
09/19/2016,LTCUSD,3.87,3.87,3.81,3.83,369.02,1412.69
09/18/2016,LTCUSD,3.86,4.03,3.79,3.87,371.06,1433.3
09/17/2016,LTCUSD,3.82,3.87,3.8,3.86,20.29,77.28
09/16/2016,LTCUSD,3.87,3.87,3.81,3.82,595.31,2271.35
09/15/2016,LTCUSD,3.86,3.87,3.81,3.87,27.3,104.09
09/14/2016,LTCUSD,3.89,3.89,3.82,3.86,440.89,1695.17
09/13/2016,LTCUSD,3.82,3.89,3.8,3.89,80.5,308.98
09/12/2016,LTCUSD,3.93,3.93,3.77,3.82,238.13,911.39
09/11/2016,LTCUSD,3.95,4.05,3.84,3.93,131.68,529.53
09/10/2016,LTCUSD,3.95,3.95,3.95,3.95,0.0,0.0
09/09/2016,LTCUSD,4.04,4.04,3.95,3.95,121.79,481.32
09/08/2016,LTCUSD,3.93,4.04,3.93,4.04,354.23,1428.05
09/07/2016,LTCUSD,3.98,4.03,3.93,3.93,201.52,805.42
09/06/2016,LTCUSD,3.93,3.99,3.92,3.98,677.59,2684.06
09/05/2016,LTCUSD,3.98,4.03,3.93,3.93,14.59,58.53
09/04/2016,LTCUSD,3.9,4.04,3.87,3.98,473.2,1887.68
09/03/2016,LTCUSD,3.86,3.9,3.77,3.9,387.04,1495.4
09/02/2016,LTCUSD,3.86,3.86,3.77,3.86,162.86,627.8
09/01/2016,LTCUSD,3.65,3.98,3.65,3.86,467.65,1789.88
08/31/2016,LTCUSD,3.79,3.79,3.61,3.65,492.2,1821.92
08/30/2016,LTCUSD,3.82,3.82,3.74,3.79,4056.75,15315.17
08/29/2016,LTCUSD,3.72,3.84,3.39,3.82,4432.88,16834.12
08/28/2016,LTCUSD,3.72,3.78,3.72,3.72,89.95,334.72
08/27/2016,LTCUSD,3.8,3.81,3.72,3.72,68.22,257.03
08/26/2016,LTCUSD,3.77,3.86,3.77,3.8,40.9,156.36
08/25/2016,LTCUSD,3.97,3.98,3.72,3.77,473.5,1821.42
08/24/2016,LTCUSD,4.01,4.01,3.86,3.97,139.61,544.04
08/23/2016,LTCUSD,3.68,4.04,3.65,4.01,1197.84,4770.62
08/22/2016,LTCUSD,3.62,3.69,3.61,3.68,1510.14,5523.86
08/21/2016,LTCUSD,3.63,3.68,3.61,3.62,304.38,1105.65
08/20/2016,LTCUSD,3.63,3.65,3.6,3.63,45.31,164.36
08/19/2016,LTCUSD,3.58,3.67,3.58,3.63,18.05,66.18
08/18/2016,LTCUSD,3.63,3.66,3.58,3.58,459.82,1679.72
08/17/2016,LTCUSD,3.64,3.65,3.61,3.63,6.57,23.85
08/16/2016,LTCUSD,3.59,3.68,3.55,3.64,410.13,1475.93
08/15/2016,LTCUSD,3.62,3.63,3.55,3.59,777.53,2777.06
08/14/2016,LTCUSD,3.67,3.68,3.6,3.62,81.39,292.63
08/13/2016,LTCUSD,3.67,3.76,3.67,3.67,2195.21,8076.76
08/12/2016,LTCUSD,3.78,3.93,3.67,3.67,1297.86,4837.26
08/11/2016,LTCUSD,3.79,3.79,3.58,3.78,1139.35,4238.87
08/10/2016,LTCUSD,3.69,3.83,3.69,3.79,355.6,1330.43
08/09/2016,LTCUSD,3.6,3.81,3.6,3.69,159.89,602.25
08/08/2016,LTCUSD,3.74,3.79,3.39,3.6,292.88,1088.58
08/07/2016,LTCUSD,3.8,3.84,3.74,3.74,88.12,333.82
08/06/2016,LTCUSD,3.62,3.8,3.62,3.8,146.72,552.29
08/05/2016,LTCUSD,3.77,3.84,3.62,3.62,49.38,186.4
08/04/2016,LTCUSD,3.73,3.8,3.69,3.77,528.84,1995.65
08/03/2016,LTCUSD,3.57,3.74,3.43,3.73,2466.07,9034.79
08/02/2016,LTCUSD,3.84,3.86,3.36,3.57,6914.22,24778.93
08/01/2016,LTCUSD,3.94,3.98,3.84,3.84,1378.45,5333.67
07/31/2016,LTCUSD,4.05,4.05,3.9,3.94,917.74,3638.28
07/30/2016,LTCUSD,4.11,4.11,4.04,4.05,16.03,65.52
07/29/2016,LTCUSD,3.96,4.11,3.95,4.11,309.25,1228.92
07/28/2016,LTCUSD,3.94,4.03,3.92,3.96,339.4,1348.12
07/27/2016,LTCUSD,3.98,4.04,3.9,3.94,1858.7,7343.41
07/26/2016,LTCUSD,4.05,4.2,3.9,3.98,3003.42,11920.79
07/25/2016,LTCUSD,4.08,4.09,3.96,4.05,190.21,763.6
07/24/2016,LTCUSD,3.96,4.11,3.96,4.08,160.42,651.41
07/23/2016,LTCUSD,4.08,4.08,3.95,3.95,86.56,349.99
